SURVEY_YEAR,NUM_MALE_LE119,CV_NUM_MALE_LE119,CI_NUM_MALE_LE119,NUM_MALE_GE120,CV_NUM_MALE_GE120,CI_NUM_MALE_GE120,NUM_MALE_GE135,CV_NUM_MALE_GE135,CI_NUM_MALE_GE135,NUM_MALE_LE94,CV_NUM_MALE_LE94,CI_NUM_MALE_LE94,NUM_MALE_95TO109,CV_NUM_MALE_95TO109,CI_NUM_MALE_95TO109,NUM_MALE_110TO134,CV_NUM_MALE_110TO134,CI_NUM_MALE_110TO134,NUM_MALE_TOTAL,CV_NUM_MALE_TOTAL,CI_NUM_MALE_TOTAL,NUM_FEMALE_IMMATURE,CV_NUM_FEMALE_IMMATURE,CI_NUM_FEMALE_IMMATURE,NUM_FEMALE_MATURE,CV_NUM_FEMALE_MATURE,CI_NUM_FEMALE_MATURE,NUM_FEMALE_TOTAL,CV_NUM_FEMALE_TOTAL,CI_NUM_FEMALE_TOTAL
2011,719278.443,0.314901609,443943.8004,784687.3794,0.250881671,385852.814,328545.0866,0.295149275,190060.8946,521521.888,0.311118354,318019.8616,132398.9072,0.49162806,127578.3952,521499.9405,0.219349992,224206.3755,1503965.822,0.211933279,624731.199,129360.3426,0.707106781,179284.2879,1256989.375,0.202647466,499262.3949,1386349.718,0.210452059,571849.8978
2012,463690.7034,0.30823718,280136.3612,991386.0643,0.191134107,371395.8719,711679.9158,0.211233247,294647.6999,164002.0156,0.493421581,158607.3822,231056.891,0.506413288,229340.1486,348337.9453,0.356428128,243348.5855,1455076.768,0.188479817,537535.1029,78369.42175,0.707106781,108614.4771,543482.5401,0.249465585,265737.1718,621851.9619,0.227607899,277415.3001
2013,799701.9452,0.249526594,391111.9293,1049663.946,0.238791872,491276.3884,647597.7828,0.31164566,395569.2353,671282.558,0.293081608,385611.5201,63790.2442,0.707106781,88408.76792,466695.306,0.2767207,253122.733,1849365.891,0.170898494,619465.5392,487392.9143,0.369576916,353053.1731,789666.8036,0.335150861,518728.7179,1277059.718,0.234471583,586891.0584
2014,15448596.23,0.688592859,20850074.36,334068.251,0.469378754,307336.8972,334068.251,0.469378754,307336.8972,10808453.02,0.689479744,14606330.46,4105150.754,0.68398405,5503400.97,534992.4537,0.707106781,741461.7122,15782664.48,0.673622694,20837859.5,9786040.743,0.695537271,13340849.9,1607198.541,0.57355416,1806758.203,11393239.28,0.677510155,15129309.22
2015,616350.1528,0.256479136,309838.6714,742772.999,0.24516629,356921.6847,369681.7773,0.264096618,191358.1463,0,0,0,366637.6356,0.311480036,223832.5956,622803.7389,0.233825567,285429.7768,1359123.152,0.21917329,583851.6448,0,0,0,615053.171,0.187688639,226259.4449,615053.171,0.187688639,226259.4449
2016,188617.3557,0.707106781,261410.3181,371436.1787,0.355400148,258736.6065,126639.6308,0.491622332,122027.3865,188617.3557,0.707106781,261410.3181,0,0,0,244796.5478,0.419045989,201058.7824,560053.5344,0.323765781,355399.2935,121719.4191,0.491606344,117282.5557,630195.9729,0.358145029,442375.0482,751915.392,0.314001619,462761.195
2017,121329.6878,0.491630608,116912.8009,1077698.164,0.249368744,526738.705,830636.7759,0.267739154,435892.2165,0,0,0,61360.68914,0.707106781,85041.57641,307030.3872,0.466333706,280630.0922,1199027.852,0.228879773,537889.1168,59968.99862,0.707106781,83112.79175,666926.8619,0.217326121,284083.6301,726895.8605,0.201591285,287210.3065
2018,71066.17814,0.707106781,98492.6979,429080.7553,0.329485263,277096.5396,311165.5742,0.383742709,234038.7401,71066.17814,0.707106781,98492.6979,0,0,0,117915.1811,0.707106781,163422.1033,500146.9334,0.293143294,287364.8499,0,0,0,657930.5224,0.367826458,474328.3374,657930.5224,0.367826458,474328.3374
2019,129313.543,0.491799213,124648.7453,62369.62941,0.707106781,86439.89627,62369.62941,0.707106781,86439.89627,62858.64512,0.707106781,87117.63748,0,0,0,66454.89785,0.707106781,92101.78947,191683.1724,0.394582723,148244.3415,123274.6574,0.49175779,118817.6953,120215.7903,0.707106781,166610.5851,243490.4478,0.549066238,262037.073
2021,2548828.001,0.17136984,856112.8015,833209.7765,0.206254961,336833.1544,441932.8729,0.239239967,207226.8917,489432.9945,0.21918255,210259.3365,1178709.07,0.223024399,515246.529,1271962.839,0.212942122,530874.7534,3382037.777,0.133815916,887038.1481,307493.1049,0.577923929,348306.9415,3714104.535,0.355656363,2589052.029,4021597.64,0.3709982,2924330.755
2022,787283.9797,0.240897489,371723.2788,1149729.236,0.249761926,562830.8326,726160.6742,0.305131089,434285.4267,413547.7174,0.336494043,272746.4331,0,0,0,797304.824,0.259865653,406096.5919,1937013.216,0.192502825,730845.8127,65205.33108,0.707106781,90369.97828,2096446.596,0.255839689,1051254.321,2161651.927,0.256409199,1086364.179
2023,467149.6064,0.311362711,285087.8168,1027580.175,0.218283913,439636.2749,784318.2873,0.233951858,359645.7328,172565.145,0.394653863,133482.862,177247.5543,0.518532642,180140.9395,360598.7946,0.263679169,186361.4855,1494729.781,0.185461888,543342.1974,233349.7658,0.33561797,153500.0945,1376221.943,0.20922198,564354.3253,1609571.709,0.185221396,584329.1542
